source,title,company,location,assignment_type,apply_url,raw
Remotive,Assistant Account Payable,The Obesity Society,USA,full_time,https://remotive.com/remote-jobs/medical/assistant-account-payable-2090989,"{'id': 2090989, 'url': 'https://remotive.com/remote-jobs/medical/assistant-account-payable-2090989', 'title': 'Assistant Account Payable', 'company_name': 'The Obesity Society', 'company_logo': 'https://remotive.com/job/2090989/logo', 'category': 'Medical', 'tags': ['accounting', 'excel', 'data entry', 'outlook'], 'job_type': 'full_time', 'publication_date': '2026-08-12T06:36:49', 'candidate_required_location': 'USA', 'salary': '', 'description': '<p><strong><span class=""OOyDTc"" style=""line-height: 22px; color: #474747;"">This role may require you to be on site at times - please check with the employer first.</span></strong></p>\n<p>\xa0</p>\n<p><span class=""OOyDTc"" style=""line-height: 22px; color: #474747;"">The Accounts Payable Assistant performs accounting and c</span><span class=""ejCXj"" id=""tsuid_iZYraqbqDLe40PEP-4O56Qg_3"" style=""overflow: hidden; line-height: 22px; color: #474747;"">lerical tasks that are related to accounts payable transactions including receiving and logging invoices, maintaining and updating an accounts payable ledger, generating financial statements and reports, and other financial matters as assigned by the Director of Finance &amp; Operations. The ideal candidate will possess a basic understanding of accounting fundamentals as well as excellent office support skills.<br><br><strong>Key Responsibilities of the Accounts Payable Assistant:</strong></span></p>\n<p><span class=""ejCXj"" id=""tsuid_iZYraqbqDLe40PEP-4O56Qg_3"" style=""overflow: hidden; line-height: 22px; color: #474747;"">Administrative Duties<br>• Office Support - filing, data retention, mail, and other duties.<br>• Conduct company business according to policies.<br>• Maintain the company’s accounting files as needed<br>Accounts Payable Duties<br>• Process Invoices (Stamping coding and approval stamps, entering coded invoices into accounting software).<br>• Print, mail, and file checks for multiple properties.<br>• Resolutions with vendors – past due balances, misapplied payments, etc.<br><br><strong>What the Successful Accounts Payable Assistant will have:</strong><br>• High School Diploma or equivalent<br>• Basic understanding of accounting fundamentals or 1 year of accounting experience<br>• Excellent computer skills especially Microsoft Excel, Word, and Outlook<br>• Data entry and/or 10 key experience<br>• Experience with Yardi or other accounting software<br>• High degree of accuracy, attention to detail, and ability to follow through<br>• Professional written and oral communication skills<br>• Prompt and consistent attendance during scheduled work hours<br>• Ability to maintain confidential information</span></p>\n<img src=""https://remotive.com/job/track/2090989/blank.gif?source=public_api"" alt=""""/>', 'company_logo_url': 'https://remotive.com/job/2090989/logo'}"
Remotive,Remote Office Assistant,Coalition Technologies ,Worldwide,full_time,https://remotive.com/remote-jobs/marketing/remote-office-assistant-1680495,"{'id': 1680495, 'url': 'https://remotive.com/remote-jobs/marketing/remote-office-assistant-1680495', 'title': 'Remote Office Assistant', 'company_name': 'Coalition Technologies ', 'company_logo': 'https://remotive.com/job/1680495/logo', 'category': 'Marketing', 'tags': ['CSS', 'excel', 'frontend', 'git', 'html', 'illustrator', 'magento', 'photoshop', 'php', 'shopify', 'wordpress', 'MySQL', 'startup', 'responsive', 'themes', 'bootstrap', 'insurance', 'jQuery', 'Ajax'], 'job_type': 'full_time', 'publication_date': '2026-08-11T20:18:02', 'candidate_required_location': 'Worldwide', 'salary': '$31,2k- $52k', 'description': '<p class=""h3"">Coalition Technologies is seeking a reliable, detail-oriented, and highly organized Remote Office Assistant to support administrative, bookkeeping, billing, reporting, data entry, and internal operations tasks. This role is ideal for someone with strong communication skills, discretion, attention to detail, and a willingness to learn and grow within a fast-paced remote work environment.</p>\n<p class=""h3"">As an Office Assistant, you will help support daily administrative operations, assist with entry-level bookkeeping, organize client documents, support internal reporting, and help maintain accurate company records. This position offers strong growth potential for the right candidate, including opportunities for advancement within the Accounting team or other departments.</p>\n<p class=""h3"">We are looking for talented and diligent candidates who perform well on our skills assessments. Strong skills test performance may be considered even if a candidate does not meet every preferred experience or educational background requirement.</p>\n<p class=""h3"">\xa0</p>\n<p class=""h3""><strong>Why Join Coalition Technologies?</strong></p>\n<p class=""h3"">Coalition Technologies is committed to delivering high-quality work for our clients while providing our team with a fun, thriving, innovative, and growth-focused work environment. We offer:</p>\n<ul style="""">\n<li style="""">100% remote work with a company that has supported remote team members for more than a decade</li>\n<li style="""">Competitive profit-sharing bonus plan, with up to 50% of company profits paid to full-time employees each month</li>\n<li style="""">Competitive Paid Time Off plan that supports work-life balance</li>\n<li style="""">Subsidized gym memberships</li>\n<li style="""">Medical, dental, vision, and life insurance packages for eligible US-based team members</li>\n<li style="""">International Health Insurance Reimbursement Program for eligible international team members</li>\n<li style="""">Device upgrade and learning reimbursement programs</li>\n<li style="""">Career development plans with clearly defined goals and rewards</li>\n<li style="""">Additional job-specific incentives and bonuses</li>\n</ul>\n<p class=""h3"">\xa0</p>\n<p class=""h3""><strong>Office Assistant Responsibilities</strong></p>\n<p class=""h3"">As an Office Assistant, your duties will include:</p>\n<ul style="""">\n<li style="""">Answering phones and emails</li>\n<li style="""">Completing entry-level bookkeeping tasks, including recording expenses, organizing receipts, and maintaining transaction records</li>\n<li style="""">Resolving billing issues with clients and internal team members</li>\n<li style="""">Providing account access, usage reports, data analysis, and other ad hoc support for team members</li>\n<li style="""">Supporting quality assurance checks for internal and client-facing reports</li>\n<li style="""">Organizing new client contracts, creating invoices, and processing client payments</li>\n<li style="""">Contributing to internal database maintenance, upkeep, and data entry</li>\n<li style="""">Researching, ordering, and distributing company-wide gifts two to three times per year</li>\n<li style="""">Organizing company events, competitions, and special projects throughout the year</li>\n<li style="""">Facilitating company holiday calendars, time-off calendars, and schedule variation calendars</li>\n</ul>\n<p class=""h3"">\xa0</p>\n<p class=""h3""><strong>Required Skills and Qualifications</strong></p>\n<p class=""h3"">The ideal candidate will have:</p>\n<ul style="""">\n<li style="""">Willingness to learn, grow, and collaborate with the team and company as a whole</li>\n<li style="""">Excellent verbal and written communication skills</li>\n<li style="""">High level of discretion, ethics, and trustworthiness</li>\n<li style="""">Strong attention to detail and organizational skills</li>\n<li style="""">Ability to support administrative, bookkeeping, billing, reporting, and data entry tasks</li>\n<li style="""">Innovative thinking and willingness to challenge existing methods when improvement is possible</li>\n<li style="""">Availability to work 40 hours per week, Monday through Friday, 9:00 a.m. to 6:00 p.m. Pacific Time</li>\n<li style="""">Reliable remote workspace with a fast computer, quality internet, camera, microphone, and speakers</li>\n</ul>\n<p class=""h3"">\xa0</p>\n<p class=""h3""><strong>Preferred Skills</strong></p>\n<ul style="""">\n<li style="""">The following experience is preferred but not required:</li>\n<li style="""">Intermediate spreadsheet skills</li>\n<li style="""">Experience with bookkeeping or financial record keeping</li>\n<li style="""">Experience with Google Sheets, Microsoft Excel, QuickBooks Online, and Google Workspace</li>\n<li style="""">Experience supporting billing, invoicing, reporting, data entry, or administrative operations</li>\n</ul>\n<p class=""h3"">\xa0</p>\n<p class=""h3""><strong>Remote Work Environment</strong></p>\n<p class=""h3"">Coalition Technologies is a fully remote company. Our team works remotely with the support of time tracking software, structured communication, and a company culture designed to help remote team members succeed. We have supported remote team members for more than a decade and welcome qualified applicants from around the world.</p>\n<p class=""h3"">\xa0</p>\n<p class=""h3""><strong>Growth Opportunity</strong></p>\n<p class=""h3"">This position offers a strong opportunity for growth. Successful Office Assistants at Coalition Technologies have advanced quickly and earned promotions within the Accounting team and across other departments.</p>\n<p class=""h3"">\xa0</p>\n<p class=""h3""><strong>Compensation</strong></p>\n<p class=""h3"">For candidates located in California, New York, Washington, and Colorado, the starting base pay for this position ranges from $15 to $25 per hour. Compensation may vary based on factors such as experience, qualifications, skills test performance, geographic location, and seniority of the position offered. For candidates outside of California, New York, Washington, and Colorado, compensation may fall outside the listed range.</p>\n<img src=""https://remotive.com/job/track/1680495/blank.gif?source=public_api"" alt=""""/>', 'company_logo_url': 'https://remotive.com/job/1680495/logo'}"
